City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Yenagoa,NG,2021-09-16 01:38:13,4.9247,6.2642,74.46,95,99,3.11
295,Shelburne,CA,2021-09-16 01:33:23,44.0787,-80.2041,59.67,89,0,3.76
296,Xuanhua,CN,2021-09-16 01:38:13,40.6103,115.0447,67.93,70,100,5.37
297,Fukue,JP,2021-09-16 01:38:14,32.6881,128.8419,80.96,89,75,9.22
298,Margate,GB,2021-09-16 01:35:47,51.3813,1.3862,57.69,90,10,3.0
299,Samarinda,ID,2021-09-16 01:38:14,-0.5,117.15,72.75,98,100,0.51
300,Araouane,ML,2021-09-16 01:38:14,18.9048,-3.5265,91.87,30,80,6.71
301,Guerrero Negro,MX,2021-09-16 01:36:23,27.9769,-114.0611,70.7,81,0,20.27
302,Rio Grande,BR,2021-09-16 01:38:14,-32.035,-52.0986,46.94,65,0,2.77
303,Alta Floresta,BR,2021-09-16 01:38:15,-9.8756,-56.0861,74.5,79,57,3.56
304,Nantucket,US,2021-09-16 01:33:55,41.2835,-70.0995,75.31,88,1,10.36
305,Abnub,EG,2021-09-16 01:38:15,27.2696,31.1511,75.42,51,0,9.17
306,Katangli,RU,2021-09-16 01:38:15,51.7102,143.2326,64.71,52,73,9.35
307,San Jose De Guanipa,VE,2021-09-16 01:38:16,8.8872,-64.1651,78.69,75,37,10.33
308,Saint Pete Beach,US,2021-09-16 01:38:16,27.7253,-82.7412,82.45,76,1,1.99
309,Wangaratta,AU,2021-09-16 01:38:16,-36.3667,146.3333,64.2,58,40,6.91
310,Quixada,BR,2021-09-16 01:38:16,-4.9714,-39.0153,77.22,76,9,6.96
311,Balykshi,KZ,2021-09-16 01:38:16,47.0667,51.8667,59.0,67,0,8.95
312,Darovskoy,RU,2021-09-16 01:38:17,58.77,47.9564,38.41,95,100,6.8
313,Eureka,US,2021-09-16 01:33:22,40.8021,-124.1637,61.2,72,4,3.0
314,Praia Da Vitoria,PT,2021-09-16 01:38:17,38.7333,-27.0667,68.76,88,20,4.18
315,Tucupita,VE,2021-09-16 01:38:17,9.0622,-62.051,75.9,92,7,3.33
316,Pemba,MZ,2021-09-16 01:38:18,-12.974,40.5178,74.1,94,20,5.75
317,Belyy Yar,RU,2021-09-16 01:38:18,53.6039,91.3903,48.09,87,0,4.47
318,Santa Barbara,US,2021-09-16 01:38:18,34.7333,-120.0343,64.96,60,1,8.05
319,Pochutla,MX,2021-09-16 01:35:24,15.7432,-96.4661,80.42,89,82,4.5
320,Touros,BR,2021-09-16 01:38:18,-5.1989,-35.4608,76.1,86,59,14.2
321,Isangel,VU,2021-09-16 01:38:19,-19.55,169.2667,80.71,100,75,0.0
322,Barcelos,PT,2021-09-16 01:38:19,41.5388,-8.6151,65.91,93,1,3.51
323,Oakham,GB,2021-09-16 01:38:19,52.6667,-0.7333,54.97,93,99,6.91
324,Mago,RU,2021-09-16 01:38:19,53.2514,140.1822,65.98,52,100,6.67
325,Siniscola,IT,2021-09-16 01:38:19,40.5719,9.6922,67.55,91,65,5.86
326,Pisco,PE,2021-09-16 01:34:55,-13.7,-76.2167,62.02,82,84,12.66
327,Shellbrook,CA,2021-09-16 01:38:20,53.2168,-106.4011,56.43,34,95,8.95
328,Provost,CA,2021-09-16 01:38:20,52.3501,-110.2683,59.45,30,100,8.9
329,Rudbar,AF,2021-09-16 01:38:20,30.15,62.6,75.0,16,0,4.65
330,Sunrise Manor,US,2021-09-16 01:35:38,36.2111,-115.0731,101.71,10,1,17.27
331,Aykhal,RU,2021-09-16 01:38:21,66.0,111.5,41.02,69,22,12.93
332,Medicine Hat,CA,2021-09-16 01:38:21,50.0501,-110.6683,55.83,54,90,3.44
333,Leudelange,LU,2021-09-16 01:38:21,49.5683,6.0653,61.86,94,90,6.91
334,Paamiut,GL,2021-09-16 01:38:21,61.994,-49.6678,37.71,74,87,9.46
335,Derzhavinsk,KZ,2021-09-16 01:38:22,51.1,66.3167,61.18,57,74,20.22
336,Coromandel,BR,2021-09-16 01:38:22,-18.4733,-47.2003,76.28,27,3,3.58
337,Liverpool,GB,2021-09-16 01:35:34,53.4106,-2.9779,60.62,84,63,3.44
338,Mandera,KE,2021-09-16 01:38:22,3.9366,41.867,76.44,69,98,12.95
339,Hay River,CA,2021-09-16 01:35:42,60.8156,-115.7999,49.98,76,75,19.57
340,Stephenville,US,2021-09-16 01:34:48,32.2207,-98.2023,82.4,61,1,0.0
341,Leningradskiy,RU,2021-09-16 01:38:22,69.3833,178.4167,30.54,90,100,3.67
342,Broome,US,2021-09-16 01:38:23,42.2506,-75.833,66.02,80,90,1.99
343,Novovoronezh,RU,2021-09-16 01:38:23,51.3072,39.2173,36.05,64,7,6.24
344,Galdar,ES,2021-09-16 01:38:23,28.147,-15.6502,73.9,79,15,12.3
345,Altamont,US,2021-09-16 01:38:23,42.2068,-121.7372,75.04,38,20,11.01
346,Ozernovskiy,RU,2021-09-16 01:38:24,51.5,156.5167,50.49,85,9,6.46
347,Taoudenni,ML,2021-09-16 01:36:07,22.6783,-3.9836,95.9,15,2,9.15
348,Havre-Saint-Pierre,CA,2021-09-16 01:38:24,50.2334,-63.5986,55.4,100,90,5.75
349,Zhangjiakou,CN,2021-09-16 01:38:24,40.81,114.8794,65.93,66,100,8.03
350,Nampula,MZ,2021-09-16 01:38:24,-15.1165,39.2666,66.15,94,0,9.22
351,Churapcha,RU,2021-09-16 01:38:25,62.0025,132.4325,50.29,84,100,4.76
352,Katsuura,JP,2021-09-16 01:37:55,35.1333,140.3,75.31,71,50,18.5
353,Ketchikan,US,2021-09-16 01:38:25,55.3422,-131.6461,55.87,62,40,5.75
354,Goundam,ML,2021-09-16 01:35:12,16.4145,-3.6708,85.89,47,100,10.38
355,Beni Mazar,EG,2021-09-16 01:38:25,28.4962,30.8029,74.21,64,0,8.99
356,Denpasar,ID,2021-09-16 01:36:27,-8.65,115.2167,81.21,72,100,2.62
357,Bognor Regis,GB,2021-09-16 01:38:25,50.7821,-0.6798,57.43,94,78,1.3
358,Opuwo,NA,2021-09-16 01:38:26,-18.0607,13.84,64.2,29,6,5.35
359,Murmashi,RU,2021-09-16 01:38:26,68.8154,32.8115,36.01,100,75,0.0
360,Yeppoon,AU,2021-09-16 01:35:59,-23.1333,150.7333,76.78,56,0,8.5
361,Vestmannaeyjar,IS,2021-09-16 01:35:51,63.4427,-20.2734,53.85,94,100,30.56
362,Tuatapere,NZ,2021-09-16 01:38:26,-46.1333,167.6833,48.81,74,95,5.1
363,Kavaratti,IN,2021-09-16 01:38:27,10.5669,72.642,80.94,79,100,17.96
364,Aksu,CN,2021-09-16 01:36:30,41.1231,80.2644,70.56,38,62,3.71
365,Maceio,BR,2021-09-16 01:38:27,-9.6658,-35.7353,76.44,94,75,3.44
366,Miandrivazo,MG,2021-09-16 01:38:27,-19.5167,45.4667,74.19,65,9,2.51
367,Semnan,IR,2021-09-16 01:38:27,35.5729,53.3971,73.62,15,0,2.91
368,Pangnirtung,CA,2021-09-16 01:38:28,66.1451,-65.7125,35.35,69,100,1.74
369,Ilulissat,GL,2021-09-16 01:37:11,69.2167,-51.1,32.02,51,20,16.11
370,Floriano,BR,2021-09-16 01:38:28,-6.7669,-43.0225,83.8,42,82,1.97
371,Ardakan,IR,2021-09-16 01:38:28,32.31,54.0175,68.38,10,0,4.09
372,Beringovskiy,RU,2021-09-16 01:38:28,63.05,179.3167,41.77,74,46,9.31
373,Port-Gentil,GA,2021-09-16 01:38:29,-0.7193,8.7815,77.09,86,29,11.32
374,Saint-Augustin,CA,2021-09-16 01:38:29,51.226,-58.6502,50.58,94,100,20.02
375,Puro,PH,2021-09-16 01:38:29,12.4841,123.3827,81.39,78,97,5.55
376,Porto Novo,BJ,2021-09-16 01:38:29,6.4965,2.6036,76.82,92,100,3.38
377,Chilca,PE,2021-09-16 01:38:30,-12.5211,-76.7372,59.85,89,54,6.53
378,Qasigiannguit,GL,2021-09-16 01:38:30,68.8193,-51.1922,32.25,91,98,3.53
379,Caraballeda,VE,2021-09-16 01:38:30,10.6112,-66.8522,77.07,83,20,2.3
380,Lompoc,US,2021-09-16 01:38:30,34.6391,-120.4579,70.79,79,1,11.5
381,Saint-Pierre,RE,2021-09-16 01:38:31,-21.3393,55.4781,67.68,66,40,6.91
382,Zelenoborsk,RU,2021-09-16 01:38:31,61.4669,64.0333,41.85,97,100,13.06
383,Bulnes,CL,2021-09-16 01:38:31,-36.7423,-72.2985,52.56,88,0,6.53
384,Burnie,AU,2021-09-16 01:38:30,-41.0667,145.9167,55.92,56,92,3.31
385,Maamba,ZM,2021-09-16 01:38:31,-17.3667,27.15,71.87,35,7,3.78
386,Jasper,US,2021-09-16 01:38:17,37.2001,-94.3502,76.53,67,20,4.61
387,Kaspiyskiy,RU,2021-09-16 01:38:32,45.3929,47.3707,68.7,51,3,5.5
388,Velykyy Burluk,UA,2021-09-16 01:38:32,50.0379,37.3987,47.25,59,100,6.87
389,Kabarnet,KE,2021-09-16 01:38:32,0.4919,35.743,59.81,84,100,3.74
390,Jalu,LY,2021-09-16 01:38:33,29.0331,21.5482,73.33,41,0,8.46
391,Carutapera,BR,2021-09-16 01:38:33,-1.195,-46.02,76.59,90,0,5.1
392,Flinders,AU,2021-09-16 01:35:56,-34.5833,150.8552,64.18,58,78,4.0
393,Mahebourg,MU,2021-09-16 01:36:22,-20.4081,57.7,68.29,88,40,3.44
394,Hearst,CA,2021-09-16 01:38:33,49.6835,-83.6665,48.45,86,63,5.17
395,Juneau,US,2021-09-16 01:33:34,58.3019,-134.4197,55.45,94,75,8.05
396,Kapiri Mposhi,ZM,2021-09-16 01:38:33,-13.9652,28.6809,64.08,37,81,6.06
397,Aryiropoulion,GR,2021-09-16 01:38:34,39.8333,22.3,61.65,50,9,2.08
398,Acapulco,MX,2021-09-16 01:38:34,16.8634,-99.8901,82.22,78,75,6.91
399,Shenjiamen,CN,2021-09-16 01:38:34,29.9576,122.298,76.33,86,100,24.34
400,Bauska,LV,2021-09-16 01:38:34,56.4075,24.1906,38.95,94,31,6.24
401,Galle,LK,2021-09-16 01:38:35,6.0367,80.217,80.19,84,47,10.76
402,Moramanga,MG,2021-09-16 01:38:35,-18.9333,48.2,58.51,86,96,0.63
403,Bucerias,MX,2021-09-16 01:38:35,20.75,-105.3333,80.58,83,90,6.91
404,Krasnoselkup,RU,2021-09-16 01:36:29,65.7,82.4667,41.47,84,95,1.48
405,Severnyy,RU,2021-09-16 01:38:35,50.677,36.5532,44.64,76,0,8.95
406,Bambous Virieux,MU,2021-09-16 01:38:36,-20.3428,57.7575,68.25,88,40,3.44
407,Nouadhibou,MR,2021-09-16 01:37:37,20.931,-17.0347,76.98,69,2,18.41
408,Teguise,ES,2021-09-16 01:37:27,29.0605,-13.564,70.02,83,0,4.61
409,Saint-Joseph,RE,2021-09-16 01:38:36,-21.3667,55.6167,66.58,79,9,7.27
410,Rundu,NA,2021-09-16 01:38:36,-17.9333,19.7667,65.61,19,0,3.91
411,Sioux Lookout,CA,2021-09-16 01:38:36,50.1001,-91.917,62.98,63,75,6.91
412,Hohhot,CN,2021-09-16 01:38:37,40.8106,111.6522,61.09,72,20,2.24
413,Saiha,IN,2021-09-16 01:38:37,22.4833,92.9667,74.73,89,100,1.5
414,Vila Franca Do Campo,PT,2021-09-16 01:38:37,37.7167,-25.4333,66.61,80,0,1.01
415,Synya,RU,2021-09-16 01:38:37,65.3718,58.0387,36.23,95,100,4.59
416,Seydi,TM,2021-09-16 01:38:38,39.4816,62.9137,72.57,14,0,8.57
417,Calenzano,IT,2021-09-16 01:38:38,43.8559,11.1627,70.41,80,0,1.14
418,Kiama,AU,2021-09-16 01:38:38,-34.6833,150.8667,64.38,60,82,9.75
419,Copiapo,CL,2021-09-16 01:38:38,-27.3667,-70.3333,49.69,58,0,1.59
420,Areia Branca,BR,2021-09-16 01:38:39,-4.9561,-37.1369,77.18,79,14,17.4
421,Turkistan,KZ,2021-09-16 01:38:39,43.0,68.0,69.17,24,0,6.35
422,Port Macquarie,AU,2021-09-16 01:33:51,-31.4333,152.9167,58.96,59,44,9.84
423,Mizdah,LY,2021-09-16 01:38:39,31.4451,12.9801,70.25,38,0,6.13
424,Lakatoro,VU,2021-09-16 01:38:39,-16.0999,167.4164,81.12,70,96,5.14
425,Sven,RU,2021-09-16 01:38:40,53.1822,34.5511,41.11,85,4,4.54
426,Presidencia Roque Saenz Pena,AR,2021-09-16 01:38:40,-26.7852,-60.4388,57.51,37,19,2.89
427,Pangody,RU,2021-09-16 01:38:40,65.85,74.4859,38.91,86,25,5.77
428,Mayumba,GA,2021-09-16 01:38:40,-3.432,10.6554,75.06,90,100,5.79
429,Zuwarah,LY,2021-09-16 01:38:41,32.9312,12.082,78.39,65,5,10.98
430,Opelousas,US,2021-09-16 01:38:41,30.5335,-92.0815,78.69,94,90,8.05
431,Fairbanks,US,2021-09-16 01:38:41,64.8378,-147.7164,58.6,45,1,6.91
432,Alofi,NU,2021-09-16 01:38:41,-19.0595,-169.9187,82.29,69,75,11.5
433,Tiznit,MA,2021-09-16 01:38:42,29.5833,-9.5,63.25,89,56,4.99
434,Gulbene,LV,2021-09-16 01:38:42,57.1777,26.7529,36.57,95,29,1.9
435,Mokhsogollokh,RU,2021-09-16 01:38:42,61.4681,128.9203,47.43,91,100,4.47
436,Dagda,LV,2021-09-16 01:38:43,56.0951,27.5372,37.04,92,14,3.22
437,Manta,EC,2021-09-16 01:36:11,-0.95,-80.7333,73.18,83,40,10.36
438,Korla,CN,2021-09-16 01:38:43,41.7597,86.1469,74.39,31,54,2.15
439,Aljezur,PT,2021-09-16 01:38:43,37.3191,-8.8033,65.75,93,7,6.58
440,Mareeba,AU,2021-09-16 01:38:43,-17.0,145.4333,79.45,52,12,8.25
441,Deer Lake,CA,2021-09-16 01:38:44,49.1667,-57.4316,53.46,71,90,9.22
442,Kalmunai,LK,2021-09-16 01:38:44,7.4167,81.8167,81.82,72,99,3.31
443,Port Shepstone,ZA,2021-09-16 01:38:44,-30.7414,30.455,61.52,89,100,8.5
444,Omsukchan,RU,2021-09-16 01:38:44,62.5333,155.8,52.36,57,81,5.23
445,Polunochnoye,RU,2021-09-16 01:38:44,60.8697,60.4153,40.1,99,100,8.32
446,Okitipupa,NG,2021-09-16 01:38:45,6.5047,4.7839,72.68,98,47,2.64
447,Cardston,CA,2021-09-16 01:38:45,49.2,-113.3019,53.69,62,100,8.05
448,Tarnos,FR,2021-09-16 01:38:45,43.5417,-1.4628,66.81,100,90,3.44
449,Belton,US,2021-09-16 01:38:46,38.812,-94.5319,74.86,69,1,4.61
450,Itoman,JP,2021-09-16 01:38:46,26.1247,127.6694,86.38,74,20,12.66
451,Northam,GB,2021-09-16 01:37:22,51.0333,-4.2167,59.4,96,99,4.32
452,Gubkin,RU,2021-09-16 01:38:46,51.2817,37.5458,44.96,68,4,7.63
453,Chililabombwe,ZM,2021-09-16 01:38:46,-12.3648,27.8229,64.58,37,44,5.26
454,Carauari,BR,2021-09-16 01:38:14,-4.8828,-66.8958,76.89,76,38,2.55
455,At-Bashi,KG,2021-09-16 01:38:47,41.1702,75.8106,56.64,28,11,0.51
456,Muyezerskiy,RU,2021-09-16 01:38:47,63.9333,31.65,33.55,96,89,4.54
457,Suixi,CN,2021-09-16 01:38:47,33.8907,116.7747,78.04,72,24,4.32
458,Bocaiuva,BR,2021-09-16 01:38:47,-17.1078,-43.815,78.51,26,5,9.37
459,Ouango,CF,2021-09-16 01:38:47,4.3133,22.5552,68.07,98,100,0.94
460,Karhal,IN,2021-09-16 01:38:48,27.0003,78.9414,74.43,94,100,15.97
461,Chardara,KZ,2021-09-16 01:38:48,41.2547,67.9692,69.76,33,0,6.71
462,Mayskiy,RU,2021-09-16 01:38:48,47.6931,40.1025,44.01,39,37,5.41
463,Sarakhs,IR,2021-09-16 01:38:48,36.5449,61.1577,66.34,32,0,2.3
464,Koboko,UG,2021-09-16 01:38:49,3.4136,30.9599,61.3,94,78,1.48
465,Salaga,GH,2021-09-16 01:38:49,8.5508,-0.5188,74.46,94,97,4.74
466,Great Yarmouth,GB,2021-09-16 01:38:49,52.6083,1.7305,55.94,88,5,6.44
467,General Pico,AR,2021-09-16 01:38:49,-35.6566,-63.7568,53.33,41,0,5.19
468,Harper,LR,2021-09-16 01:38:50,4.375,-7.7169,75.92,87,100,8.34
469,Daru,PG,2021-09-16 01:38:50,-9.0763,143.2092,78.71,72,100,17.16
470,Quang Ngai,VN,2021-09-16 01:38:50,15.1167,108.8,82.8,78,100,3.24
471,Puerto Escondido,MX,2021-09-16 01:34:04,15.85,-97.0667,81.43,57,40,6.91
472,Jinchang,CN,2021-09-16 01:38:51,38.4953,102.1739,65.75,48,2,8.14
473,Leh,IN,2021-09-16 01:38:51,34.1667,77.5833,55.49,41,2,4.38
474,Kirakira,SB,2021-09-16 01:37:26,-10.4544,161.9205,83.26,74,97,10.45
475,Vodstroy,RU,2021-09-16 01:38:51,48.8416,44.5579,46.69,61,0,4.47
476,Krasnovishersk,RU,2021-09-16 01:38:52,60.4078,57.082,40.51,97,100,5.12
477,Nemuro,JP,2021-09-16 01:38:17,43.3236,145.575,63.03,68,0,2.71
478,George Town,MY,2021-09-16 01:35:26,5.4112,100.3354,83.89,80,20,2.3
479,Andenes,NO,2021-09-16 01:38:52,69.3143,16.1194,41.47,87,40,9.22
480,Mayya,RU,2021-09-16 01:38:52,61.7333,130.2811,49.32,88,100,1.23
481,Santa Helena,BR,2021-09-16 01:38:52,-2.2311,-45.3,72.64,98,8,3.11
482,Agnibilekrou,CI,2021-09-16 01:38:53,7.1344,-3.2047,70.65,99,100,5.3
483,Mont-Dore,NC,2021-09-16 01:38:53,-22.2833,166.5833,76.98,61,18,13.8
484,Port-Cartier,CA,2021-09-16 01:37:16,50.0334,-66.8654,52.02,97,100,4.27
485,Baijiantan,CN,2021-09-16 01:38:54,45.6333,85.1833,73.53,18,80,1.79
486,Lobito,AO,2021-09-16 01:38:55,-12.3481,13.5456,70.5,86,10,2.44
487,Ararat,AM,2021-09-16 01:38:55,39.8317,44.7049,62.94,46,0,2.33
488,Penzance,GB,2021-09-16 01:38:55,50.1186,-5.5371,60.01,87,92,9.35
489,Akyab,MM,2021-09-16 01:38:55,20.15,92.9,80.31,86,95,5.06
490,Mettur,IN,2021-09-16 01:38:56,11.8,77.8,78.01,83,100,1.3
491,Coffs Harbour,AU,2021-09-16 01:38:56,-30.3,153.1333,66.47,60,75,16.11
492,Havre,FR,2021-09-16 01:38:56,49.5833,0.3333,55.83,100,20,0.0
493,Erice,IT,2021-09-16 01:38:56,38.037,12.5865,65.37,63,77,8.57
494,Russell,US,2021-09-16 01:38:57,32.3502,-85.1999,71.96,93,90,0.0
495,Tandlianwala,PK,2021-09-16 01:38:57,31.0333,73.1333,85.93,57,0,6.93
496,Portland,US,2021-09-16 01:36:46,45.5234,-122.6762,69.73,38,20,3.0
497,Coria,ES,2021-09-16 01:38:57,39.9879,-6.5377,62.46,81,6,1.97
498,Verkh-Usugli,RU,2021-09-16 01:38:57,52.7,115.1667,48.61,49,99,3.96
499,Bud,US,2021-09-16 01:38:58,39.447,-86.1758,67.95,86,0,5.86
500,Innisfail,AU,2021-09-16 01:38:58,-17.5333,146.0333,76.73,51,3,10.07
501,Amambai,BR,2021-09-16 01:38:58,-23.1042,-55.2258,62.19,93,100,8.52
502,Poum,NC,2021-09-16 01:38:58,-20.2333,164.0167,71.13,65,77,21.45
503,Mecca,SA,2021-09-16 01:36:35,21.4267,39.8261,83.01,47,76,4.76
504,Zyryanka,RU,2021-09-16 01:38:59,65.75,150.85,50.23,61,39,3.09
505,Ascension,US,2021-09-16 01:38:59,30.2169,-90.9001,80.6,95,90,0.0
506,Stornoway,GB,2021-09-16 01:38:59,58.2093,-6.3865,53.92,93,40,5.75
507,Srednekolymsk,RU,2021-09-16 01:38:59,67.45,153.6833,39.34,63,97,0.76
508,Benavente,ES,2021-09-16 01:39:01,42.0025,-5.6783,62.98,82,52,10.29
509,Gat,IL,2021-09-16 01:39:01,31.61,34.7642,73.4,100,9,3.15
510,Urucara,BR,2021-09-16 01:39:01,-2.5364,-57.76,81.93,57,87,2.66
511,Miri,MY,2021-09-16 01:39:01,4.4148,114.0089,80.74,74,40,4.61
512,Cotonou,BJ,2021-09-16 01:39:02,6.3654,2.4183,76.98,94,40,4.61
513,Tabou,CI,2021-09-16 01:39:02,4.423,-7.3528,74.98,90,100,7.65
514,Westport,US,2021-09-16 01:35:04,41.1415,-73.3579,78.03,87,1,1.01
515,Port Augusta,AU,2021-09-16 01:35:43,-32.5,137.7667,77.7,19,0,16.91
516,Ust-Kuyga,RU,2021-09-16 01:37:43,70.0167,135.6,52.72,60,100,3.94
517,Kropotkin,RU,2021-09-16 01:39:02,45.4375,40.5756,65.12,33,96,8.99
518,Mehamn,NO,2021-09-16 01:39:03,71.0357,27.8492,38.98,76,40,5.99
519,Kathu,TH,2021-09-16 01:39:03,7.9178,98.3332,80.42,73,100,2.64
520,Waipawa,NZ,2021-09-16 01:38:09,-41.4122,175.5153,47.44,80,100,17.65
521,Marawi,PH,2021-09-16 01:39:04,7.9986,124.2928,73.65,72,69,3.62
522,Ponca City,US,2021-09-16 01:38:43,36.707,-97.0856,81.09,57,75,8.05
523,Vila,PT,2021-09-16 01:39:04,42.0304,-8.1588,55.33,90,34,4.7
524,Amapa,BR,2021-09-16 01:39:05,1.0,-52.0,70.34,97,30,2.26
525,Palu,ID,2021-09-16 01:39:05,-0.8917,119.8707,75.67,97,100,1.41
526,Ugento,IT,2021-09-16 01:39:05,39.9263,18.1574,65.7,61,97,2.26
527,Avera,US,2021-09-16 01:39:05,33.194,-82.5271,72.28,94,100,10.87
528,Parambu,BR,2021-09-16 01:39:06,-6.2111,-40.6944,82.35,34,100,4.59
529,Waddan,LY,2021-09-16 01:39:06,29.1614,16.139,71.82,56,1,8.05
530,Gilbues,BR,2021-09-16 01:39:06,-9.8317,-45.3439,75.97,25,5,2.95
531,Tilichiki,RU,2021-09-16 01:39:06,60.4667,166.1,52.2,52,30,6.85
532,Tambopata,PE,2021-09-16 01:39:07,-12.7333,-69.1833,73.58,90,74,2.66
533,Binghamton,US,2021-09-16 01:39:07,42.0987,-75.918,66.33,91,90,4.61
534,Alhaurin El Grande,ES,2021-09-16 01:39:07,36.643,-4.6873,70.43,77,20,1.01
535,Kaili,ID,2021-09-16 01:39:07,-3.4626,120.2147,76.87,64,100,4.36
536,Sao Joao Da Barra,BR,2021-09-16 01:36:43,-21.6403,-41.0511,74.35,87,77,4.7
537,Shangzhi,CN,2021-09-16 01:39:08,45.2167,127.9667,55.2,92,100,4.76
538,Charyshskoye,RU,2021-09-16 01:39:08,51.3978,83.5598,56.84,46,100,3.6
539,Geraldton,AU,2021-09-16 01:39:08,-28.7667,114.6,64.81,55,90,17.27
540,Kanniyakumari,IN,2021-09-16 01:39:08,8.0833,77.5667,79.93,81,100,20.67
541,Ostrovnoy,RU,2021-09-16 01:37:54,68.0531,39.5131,41.27,96,100,23.17
542,Itarantim,BR,2021-09-16 01:39:09,-15.6597,-40.0656,65.68,94,0,2.3
543,Nizhniy Odes,RU,2021-09-16 01:39:09,63.6445,54.856,37.85,93,100,7.85
544,Port Townsend,US,2021-09-16 01:39:09,48.117,-122.7605,63.68,71,1,8.01
545,Sembe,CG,2021-09-16 01:39:09,1.6481,14.5806,69.89,96,81,2.13
546,Kuching,MY,2021-09-16 01:39:10,1.55,110.3333,80.82,83,20,3.44
547,Sergeyevka,KZ,2021-09-16 01:39:10,53.88,67.4158,60.3,69,100,11.23
548,Den Helder,NL,2021-09-16 01:39:10,52.9599,4.7593,62.58,94,75,12.66
549,Berlevag,NO,2021-09-16 01:36:08,70.8578,29.0864,40.53,75,71,6.04
550,Hirara,JP,2021-09-16 01:39:10,24.8,125.2833,86.27,79,40,4.61
551,El Guamo,CO,2021-09-16 01:39:10,10.0316,-74.9761,75.85,90,35,6.38
552,Kamina,CD,2021-09-16 01:39:11,-8.7386,24.9906,64.13,90,94,4.81
553,Necochea,AR,2021-09-16 01:39:11,-38.5473,-58.7368,48.87,78,0,10.92
554,Santa Cruz,BO,2021-09-16 01:39:11,-17.8,-63.1667,67.46,56,61,5.75
555,Duluth,US,2021-09-16 01:36:37,46.7833,-92.1066,69.28,54,75,8.05
556,Yugorsk,RU,2021-09-16 01:39:12,61.3133,63.3319,42.04,97,100,11.25
557,Vostok,RU,2021-09-16 01:39:12,46.4856,135.8833,60.08,48,100,3.18
558,Naze,JP,2021-09-16 01:39:12,28.3667,129.4833,81.52,79,26,14.03
559,Suihua,CN,2021-09-16 01:39:12,46.6406,126.9969,54.5,95,100,7.11
560,Marienburg,PL,2021-09-16 01:39:13,54.0359,19.0266,60.89,72,100,12.3
561,Evensk,RU,2021-09-16 01:39:13,61.95,159.2333,51.13,61,98,9.04
562,Matara,LK,2021-09-16 01:39:13,5.9485,80.5353,80.62,82,42,9.57
563,Yaan,NG,2021-09-16 01:39:14,7.3833,8.5667,73.6,96,99,5.48
564,Palembang,ID,2021-09-16 01:39:14,-2.9167,104.7458,77.09,88,20,4.61
565,Svetlyy,RU,2021-09-16 01:39:14,54.675,20.1347,51.85,87,100,12.97
