City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Ribeira Grande,PT,38.5167,-28.7,71.85,88,14,6.42,few clouds
347,Boende,CD,-0.2167,20.8667,69.31,99,99,1.83,overcast clouds
348,Oliveira Dos Brejinhos,BR,-12.3169,-42.8961,75.52,37,0,9.31,clear sky
349,Porbandar,IN,21.6422,69.6093,80.92,86,99,14.05,overcast clouds
350,Aljezur,PT,37.3191,-8.8033,64.99,85,0,9.24,clear sky
351,La Ronge,CA,55.1001,-105.2842,43.05,93,90,11.5,overcast clouds
352,Izumo,JP,35.3667,132.7667,80.55,74,75,2.3,broken clouds
353,Dunmore East,IE,52.1514,-6.9861,62.69,94,100,20.13,overcast clouds
354,Victor Harbor,AU,-35.5667,138.6167,73.47,51,3,1.99,clear sky
355,Saquena,PE,-4.6667,-73.5167,70.68,99,87,1.14,overcast clouds
356,Kuznechnoye,RU,61.12,29.8686,41.68,73,99,5.91,overcast clouds
357,Maroua,CM,10.591,14.3159,75.61,75,100,5.59,overcast clouds
358,Macas,EC,-2.3167,-78.1167,63.3,97,12,3.51,few clouds
359,Dingle,PH,10.9995,122.6711,81.64,82,95,5.64,overcast clouds
360,Troitskoye,RU,52.9821,84.6757,56.44,48,70,7.78,broken clouds
361,Sibu,MY,2.3,111.8167,82.71,78,20,2.3,few clouds
362,Grandview,US,38.8858,-94.533,78.78,74,1,1.01,clear sky
363,Udala,ES,43.0778,-2.5125,56.12,98,4,2.26,clear sky
364,Marathon,US,44.9,-89.7668,72.93,62,1,12.66,clear sky
365,Morant Bay,JM,17.8815,-76.4093,83.82,84,100,9.13,overcast clouds
366,Vila Velha,BR,-20.3297,-40.2925,73.35,94,90,9.22,overcast clouds
367,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,89,85,3.62,overcast clouds
368,Balagansk,RU,54.0103,103.0544,48.88,80,100,4.07,overcast clouds
369,Bathsheba,BB,13.2167,-59.5167,83.01,78,40,16.11,scattered clouds
370,Havoysund,NO,70.9963,24.6622,41.88,69,100,13.09,overcast clouds
371,Sheridan,US,44.8333,-106.9173,57.38,52,90,14.97,overcast clouds
372,Saldanha,ZA,-33.0117,17.9442,48.25,75,0,12.33,clear sky
373,Maryville,US,35.7565,-83.9705,73.6,93,75,3.44,broken clouds
374,Kanigoro,ID,-8.13,112.219,83.46,67,33,8.05,scattered clouds
375,Holme,DK,56.1138,10.1725,53.29,91,100,14.05,overcast clouds
376,Copiapo,CL,-27.3667,-70.3333,51.49,58,2,1.57,clear sky
377,Upernavik,GL,72.7868,-56.1549,25.81,67,100,5.17,overcast clouds
378,Acapulco,MX,16.8634,-99.8901,80.49,83,100,1.97,overcast clouds
379,Presidente Olegario,BR,-18.4178,-46.4181,75.61,39,5,11.45,clear sky
380,Sergeyevka,KZ,53.88,67.4158,41.5,67,11,9.4,few clouds
381,Beringovskiy,RU,63.05,179.3167,41.63,61,73,24.74,broken clouds
382,Georgetown,MY,5.4112,100.3354,84.13,83,40,3.44,thunderstorm
383,Baruun-Urt,MN,46.6806,113.2792,63.77,42,73,12.3,broken clouds
384,Motygino,RU,58.1831,94.7592,44.51,78,100,7.52,overcast clouds
385,Tazovskiy,RU,67.4667,78.7,39.83,93,100,17.43,light rain
386,Lata,PT,40.1629,-8.3327,63.81,98,23,1.7,few clouds
387,Guapiacu,BR,-20.795,-49.2203,75.49,53,0,9.22,clear sky
388,Mehamn,NO,71.0357,27.8492,40.51,75,100,10.63,overcast clouds
389,Bethanien,NA,-26.502,17.1583,48.76,38,1,4.65,clear sky
390,Maromitsa,RU,59.8683,48.0123,38.39,90,100,7.85,overcast clouds
391,Kavieng,PG,-2.5744,150.7967,84.43,66,32,9.19,scattered clouds
392,Donskoye,RU,45.4552,41.9741,56.25,82,100,7.7,overcast clouds
393,Keffi,NG,8.8486,7.8736,70.9,95,98,2.04,light rain
394,Malangas,PH,7.6303,123.0317,76.1,92,100,6.04,overcast clouds
395,Tilichiki,RU,60.4667,166.1,53.01,52,8,2.24,clear sky
396,Xuanhua,CN,40.6103,115.0447,66.34,61,49,1.52,scattered clouds
397,Brasileia,BR,-11.0161,-68.7481,72.72,94,31,0.76,scattered clouds
398,Shenjiamen,CN,29.9576,122.298,75.97,69,6,15.39,clear sky
399,Pangai,TO,-19.8,-174.35,82.51,69,20,13.8,few clouds
400,Nurota,UZ,40.5614,65.6886,55.49,21,0,8.3,clear sky
401,Gimli,CA,50.6336,-96.9907,53.62,87,89,10.36,overcast clouds
402,San Cristobal,VE,7.7669,-72.225,75.38,98,71,3.76,broken clouds
403,Kenai,US,60.5544,-151.2583,52.03,82,90,21.85,overcast clouds
404,Ramona,US,33.0417,-116.8681,73.45,69,1,4.0,clear sky
405,Weiser,US,44.251,-116.9693,73.6,24,0,7.47,clear sky
406,Ambon,ID,-3.6954,128.1814,86.14,70,40,5.75,scattered clouds
407,Bilma,NE,18.6853,12.9164,85.91,18,3,11.32,clear sky
408,Lodwar,KE,3.1191,35.5973,82.81,48,81,7.0,broken clouds
409,La Cruz,MX,23.9167,-106.9,81.0,83,22,4.14,few clouds
410,Carauari,BR,-4.8828,-66.8958,76.78,69,29,0.58,scattered clouds
411,Jacareacanga,BR,-6.2222,-57.7528,74.35,77,4,1.59,moderate rain
412,Keflavik,IS,64.0049,-22.5624,48.11,87,75,20.71,broken clouds
413,Ostersund,SE,63.1792,14.6357,43.25,81,90,12.66,overcast clouds
414,Tura,IN,25.5198,90.2201,76.93,91,100,3.96,overcast clouds
415,San Juan,AR,-31.5375,-68.5364,67.73,19,0,12.97,clear sky
416,Pierre,US,44.3683,-100.351,75.06,59,1,5.01,clear sky
417,Nevsehir,TR,38.9167,34.6667,54.61,72,75,9.22,broken clouds
418,Talnakh,RU,69.4865,88.3972,38.71,77,13,1.95,few clouds
419,Yakeshi,CN,49.2833,120.7333,60.15,70,60,11.74,broken clouds
420,Belogorsk,RU,50.9158,128.4611,58.91,65,11,13.6,few clouds
421,Doha,QA,25.2867,51.5333,89.58,62,0,4.61,clear sky
422,Mangai,CD,-4.05,19.5333,71.19,92,100,1.54,overcast clouds
423,San Jose,US,37.3394,-121.895,73.54,65,1,3.0,clear sky
424,Tam Ky,VN,15.5667,108.4833,85.98,74,8,1.3,clear sky
425,Hualmay,PE,-11.0964,-77.6139,61.0,84,10,11.03,clear sky
426,Darhan,MN,49.4867,105.9228,58.8,63,46,6.82,scattered clouds
427,Zeya,RU,53.75,127.2667,45.97,69,100,4.34,overcast clouds
428,Bandarban,BD,22.1965,92.2262,80.31,95,100,2.21,overcast clouds
429,Nanortalik,GL,60.1432,-45.2371,40.59,79,99,7.67,overcast clouds
430,Shirokiy,RU,49.758,129.523,61.03,66,7,8.99,clear sky
431,Flinders,AU,-34.5833,150.8552,71.06,52,0,7.0,clear sky
432,Waingapu,ID,-9.6567,120.2641,86.31,61,14,13.15,few clouds
433,College,US,64.8569,-147.8028,56.86,48,40,3.44,scattered clouds
434,San Matias,BO,-16.3667,-58.4,85.55,40,15,3.53,few clouds
435,Islamkot,PK,24.6997,70.177,84.0,81,0,9.35,clear sky
436,Kahului,US,20.8947,-156.47,87.82,54,40,23.02,scattered clouds
437,Myaundzha,RU,63.0494,147.1858,54.39,47,7,14.27,clear sky
438,San Felipe,VE,10.3399,-68.7425,71.83,96,96,2.28,overcast clouds
439,La Macarena,CO,2.1837,-73.7849,68.68,94,10,0.81,clear sky
440,Baniachang,BD,24.5167,91.3667,77.85,92,100,3.4,heavy intensity rain
441,Diplo,PK,24.4667,69.584,84.83,80,0,8.05,clear sky
442,Ginir,ET,7.1333,40.7,60.58,78,66,2.95,light rain
443,Mbamba,NG,9.9833,13.1,68.58,89,100,2.86,overcast clouds
444,Luderitz,NA,-26.6481,15.1594,62.22,36,6,10.98,clear sky
445,Oussouye,SN,12.485,-16.5469,78.98,95,100,8.55,light rain
446,Khatanga,RU,71.9667,102.5,32.58,80,100,6.08,overcast clouds
447,Corner Brook,CA,48.9667,-57.9484,53.76,98,15,4.41,few clouds
448,Ashqelon,IL,31.6693,34.5715,73.29,64,1,4.34,clear sky
449,Sawtell,AU,-30.3833,153.1,70.18,61,40,14.97,scattered clouds
450,Alta Floresta,BR,-9.8756,-56.0861,76.24,56,12,2.08,few clouds
451,Pangnirtung,CA,66.1451,-65.7125,33.98,86,99,2.15,overcast clouds
452,Narsaq,GL,60.9167,-46.05,37.62,71,97,6.24,overcast clouds
453,Rocha,UY,-34.4833,-54.3333,51.57,77,0,6.69,clear sky
454,La Libertad,EC,-2.2333,-80.9,69.22,86,99,9.13,overcast clouds
455,Fukue,JP,32.6881,128.8419,77.36,100,75,36.82,light intensity shower rain
456,Santa Cruz,BO,-17.8,-63.1667,67.46,64,1,5.75,clear sky
457,Marzuq,YE,14.4,46.4667,76.86,20,0,2.98,clear sky
458,Shubarshi,KZ,48.5872,57.1869,49.26,64,6,11.7,clear sky
459,Eureka,US,40.8021,-124.1637,58.12,75,1,3.0,clear sky
460,Alyangula,AU,-13.8483,136.4192,87.67,55,40,10.36,scattered clouds
461,Zhicheng,CN,30.2956,111.5047,80.1,67,95,3.98,overcast clouds
462,Ajra,IN,16.1167,74.2,70.81,95,74,4.76,broken clouds
463,Fredericksburg,US,38.3032,-77.4605,73.67,87,75,4.61,light intensity drizzle
464,San Carlos,VE,9.6612,-68.5827,72.95,95,10,3.11,clear sky
465,Boyolangu,ID,-8.1181,111.8935,81.21,76,61,9.42,broken clouds
466,Surt,LY,31.2089,16.5887,75.31,61,0,8.01,clear sky
467,Port Hawkesbury,CA,45.6169,-61.3485,57.58,91,1,1.01,clear sky
468,Jaffna,LK,9.6685,80.0074,82.99,78,66,9.33,broken clouds
469,Gorin,RU,51.1983,136.6669,65.91,34,0,11.97,clear sky
470,General Cepeda,MX,25.3833,-101.45,73.22,62,79,4.59,broken clouds
471,Kathmandu,NP,27.7167,85.3167,68.22,100,75,0.0,broken clouds
472,Banjarmasin,ID,-3.3244,114.591,78.94,77,100,2.86,overcast clouds
473,Owando,CG,-0.4819,15.8999,70.11,97,100,3.04,overcast clouds
474,Santa Rosa,PH,14.3122,121.1114,85.98,70,60,6.67,broken clouds
475,Coos Bay,US,43.3665,-124.2179,62.58,59,1,13.8,clear sky
476,Broome,US,42.2506,-75.833,69.01,74,90,1.99,overcast clouds
477,Luau,AO,-10.7073,22.2247,71.62,62,99,3.53,overcast clouds
478,Kirkkonummi,FI,60.1238,24.4385,45.79,80,100,11.25,overcast clouds
479,Athabasca,CA,54.7169,-113.2854,53.42,53,79,6.98,broken clouds
480,Honningsvag,NO,70.9821,25.9704,44.47,68,100,21.18,overcast clouds
481,Muana,BR,-1.5283,-49.2167,74.95,93,54,5.01,broken clouds
482,Springbok,ZA,-29.6643,17.8865,46.35,55,8,10.33,clear sky
483,Kalmunai,LK,7.4167,81.8167,81.23,77,98,8.79,overcast clouds
484,Capaci,IT,38.1711,13.2393,87.4,14,0,21.85,clear sky
485,Piploda,IN,23.35,75.4333,74.16,96,100,14.09,overcast clouds
486,Svetlaya,RU,46.5389,138.3297,66.22,63,22,5.88,few clouds
487,Cayenne,GF,4.9333,-52.3333,84.09,81,0,3.0,clear sky
488,Porto Novo,BJ,6.4965,2.6036,78.62,93,79,4.21,broken clouds
489,Mahon,ES,39.8885,4.2658,72.16,83,0,4.61,clear sky
490,Estelle,US,29.8458,-90.1067,81.0,82,75,10.36,broken clouds
491,Wharton,US,29.3116,-96.1027,80.33,73,40,5.75,scattered clouds
492,Lakatoro,VU,-16.0999,167.4164,79.61,74,33,7.4,scattered clouds
493,Zhezkazgan,KZ,47.8043,67.7144,63.91,35,18,7.76,few clouds
494,Konya,TR,38.1667,32.5,54.88,79,44,5.55,scattered clouds
495,Xuddur,SO,4.1213,43.8894,71.51,74,4,12.8,clear sky
496,High Level,CA,58.5169,-117.136,51.91,58,75,0.0,broken clouds
497,Westport,US,41.1415,-73.3579,73.26,89,90,8.99,overcast clouds
498,Faya,SA,18.3851,42.4509,64.92,53,10,2.28,clear sky
499,Bethel,US,41.3712,-73.414,71.04,88,100,1.99,overcast clouds
500,Krasnogorskoye,RU,52.2953,86.1979,56.5,56,5,4.63,clear sky
501,Maniitsoq,GL,65.4167,-52.9,37.04,55,95,5.14,overcast clouds
502,Patan,NP,27.6667,85.3333,68.38,100,75,0.0,broken clouds
503,Nhamunda,BR,-2.1861,-56.7131,75.36,82,24,3.24,few clouds
504,Tshikapa,CD,-6.4167,20.8,70.45,85,100,3.6,overcast clouds
505,Brownfield,US,33.1812,-102.2744,84.0,61,0,11.74,clear sky
506,Gambela,ET,8.25,34.5833,69.6,97,100,3.56,moderate rain
507,Brae,GB,60.3964,-1.353,57.11,95,99,17.29,overcast clouds
508,Vao,NC,-22.6667,167.4833,68.14,63,0,14.2,clear sky
509,Isangel,VU,-19.55,169.2667,80.71,74,75,9.22,broken clouds
510,San Jeronimo,PE,-11.9472,-75.2829,52.52,72,73,3.36,broken clouds
511,Liverpool,GB,53.4106,-2.9779,57.29,84,100,1.99,overcast clouds
512,Fare,PF,-16.7,-151.0167,78.76,71,0,21.12,clear sky
513,Moree,AU,-29.4667,149.85,71.62,46,0,13.8,clear sky
514,Sampit,ID,-2.5333,112.95,85.51,63,55,3.98,broken clouds
515,Laje,BR,-10.1833,-40.9667,71.55,63,0,11.9,clear sky
516,Ocampo,MX,21.65,-101.5,61.12,81,100,6.33,overcast clouds
517,Fairbanks,US,64.8378,-147.7164,56.1,48,20,0.0,few clouds
518,Nishihara,JP,26.1842,127.7558,85.28,87,75,4.61,broken clouds
519,Chuka,KE,-0.3332,37.6459,60.82,82,40,3.06,scattered clouds
520,Nyuksenitsa,RU,60.4128,44.2397,36.03,98,98,6.24,overcast clouds
521,Lakes Entrance,AU,-37.8811,147.981,69.17,51,7,5.82,clear sky
522,Gingoog,PH,8.8243,125.1042,80.94,82,100,0.96,overcast clouds
523,Ourem,PT,39.6417,-8.5919,62.65,90,17,6.11,few clouds
524,Rio Grande,BR,-32.035,-52.0986,55.94,71,0,10.87,clear sky
525,Opuwo,NA,-18.0607,13.84,64.27,25,0,2.73,clear sky
526,Kloulklubed,PW,7.0419,134.2556,77.72,88,98,15.12,heavy intensity rain
527,Zemio,CF,5.0314,25.1361,68.38,98,100,2.66,overcast clouds
528,Sale,MA,34.0389,-6.8166,67.75,100,40,0.0,scattered clouds
529,Neiafu,TO,-18.65,-173.9833,83.08,74,20,11.5,few clouds
530,Garmsar,IR,35.2182,52.3409,77.65,12,0,3.53,clear sky
531,Nizhniy Kuranakh,RU,58.8353,125.4869,36.61,99,100,11.5,light rain
532,Wencheng,CN,33.0559,113.7978,74.66,76,85,8.14,light rain
533,San Lawrenz,MT,36.0553,14.204,77.86,84,0,1.01,clear sky
534,Loandjili,CG,-4.7561,11.8578,75.38,89,100,6.06,overcast clouds
535,Lubango,AO,-14.9172,13.4925,61.74,39,6,4.56,clear sky
536,Diapaga,BF,12.0708,1.7889,74.37,94,100,5.03,light rain
537,Sayanogorsk,RU,53.0875,91.3997,61.38,52,60,2.71,broken clouds
538,Eregli,TR,37.5133,34.0467,55.22,85,23,4.41,few clouds
539,Lasa,IT,46.6166,10.7002,59.02,94,100,3.53,overcast clouds
540,Angoche,MZ,-16.2325,39.9086,71.47,92,7,9.93,clear sky
541,Sorland,NO,67.667,12.6934,51.31,74,100,11.25,overcast clouds
542,Lubyany,RU,56.0378,51.4,44.24,86,100,10.47,overcast clouds
543,Keetmanshoop,NA,-26.5833,18.1333,51.73,35,3,11.43,clear sky
544,Mopipi,BW,-21.1833,24.8833,63.59,17,1,10.96,clear sky
545,Geraldton,AU,-28.7667,114.6,59.41,67,90,6.91,overcast clouds
546,Gubkinskiy,RU,64.434,76.5026,40.6,95,100,21.97,light rain
547,Maumere,ID,-8.6199,122.2111,84.24,65,97,0.2,overcast clouds
548,Craig,US,40.5153,-107.5464,76.62,12,1,10.36,clear sky
549,Jieshi,CN,22.8134,115.8257,86.0,68,29,6.22,scattered clouds
550,San Pedro,PH,14.35,121.0167,85.23,72,20,2.3,few clouds
551,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.75,91,100,14.94,overcast clouds
552,Tucurui,BR,-3.7661,-49.6725,73.35,87,43,3.31,scattered clouds
553,Sabha,LY,27.0377,14.4283,76.21,31,0,13.71,clear sky
554,Campoverde,PE,-8.4753,-74.8058,71.29,99,92,2.08,overcast clouds
555,Palmares Do Sul,BR,-30.2578,-50.5097,58.23,73,4,13.98,clear sky
556,Perelyub,RU,51.8667,50.3667,46.47,65,99,9.91,overcast clouds
557,Port-Gentil,GA,-0.7193,8.7815,77.86,78,100,8.21,overcast clouds
558,Hambantota,LK,6.1241,81.1185,80.94,94,0,8.05,clear sky
559,Bull Savanna,JM,17.8868,-77.5902,77.79,84,100,9.71,overcast clouds
560,Hamirpur,IN,25.95,80.15,77.97,88,100,9.55,overcast clouds
561,Kondinskoye,RU,59.6481,67.41,42.04,92,100,9.22,light rain
562,Palanga,LT,55.9175,21.0686,53.55,93,100,12.91,overcast clouds
563,Puerto Quijarro,BO,-17.7833,-57.7667,84.49,45,43,3.24,scattered clouds
564,Phalaborwa,ZA,-23.943,31.1411,65.48,78,89,10.65,overcast clouds
565,Arawa,PG,-6.2132,155.5367,87.3,60,77,5.1,broken clouds
566,Baherden,TM,38.4362,57.4316,78.53,14,0,8.16,clear sky
567,Tayga,RU,56.06,85.6197,54.52,72,99,9.08,overcast clouds
568,Itarema,BR,-2.9248,-39.9167,78.89,86,4,16.17,clear sky
569,Bilibino,RU,68.0546,166.4372,35.56,70,57,6.78,broken clouds
570,Bogo,PH,11.0517,124.0055,83.28,74,100,7.54,overcast clouds
571,Ambulu,ID,-8.345,113.6058,81.86,75,100,4.38,overcast clouds
572,Kundiawa,PG,-6.0167,144.9667,81.27,43,76,2.59,broken clouds
573,Nikko,JP,36.75,139.6167,67.06,80,99,5.79,overcast clouds
574,Sorkjosen,NO,69.8,20.9333,42.55,79,100,10.04,overcast clouds
575,Baykit,RU,61.67,96.37,41.95,71,100,3.69,overcast clouds
576,Anage,BR,-14.6122,-41.1356,71.15,67,2,5.12,clear sky
577,Laurel,US,39.0993,-76.8483,73.72,95,90,1.01,mist
578,Eldama Ravine,KE,0.0516,35.7308,56.62,88,62,3.76,broken clouds
579,Tucuman,AR,-26.8241,-65.2226,60.8,44,0,6.91,clear sky
580,Gushi,CN,34.6425,109.5843,66.22,97,100,2.53,light rain
581,Gazalkent,UZ,41.5581,69.7708,59.36,20,0,7.43,clear sky
582,Santo Domingo,DO,18.5001,-69.9886,82.04,76,100,1.99,overcast clouds
583,Oranjestad,AW,12.524,-70.027,84.15,79,20,19.57,few clouds
584,Mandera,KE,3.9366,41.867,76.75,61,3,10.92,clear sky
585,Bereda,ES,43.2686,-7.5406,58.41,100,30,1.3,scattered clouds
586,Manono,CD,-7.3,27.4167,72.66,83,29,1.83,scattered clouds
587,Byron Bay,AU,-28.65,153.6167,72.05,59,12,8.84,few clouds
588,Ambovombe,MG,-25.1667,46.0833,66.65,71,0,5.17,clear sky
589,Seoul,KR,37.5683,126.9778,74.64,66,75,4.61,light rain
590,Queimadas,BR,-10.9783,-39.6264,70.0,80,2,9.93,clear sky
591,Rassvet,RU,46.8333,40.75,55.63,51,3,6.71,clear sky
592,Wielun,PL,51.221,18.5696,57.88,90,100,6.73,light rain
593,Pelym,RU,61.0108,61.9978,38.39,97,100,14.65,light rain
594,Tando Ghulam Ali,PK,25.1311,68.8676,86.45,71,0,6.64,clear sky
595,Winnemucca,US,40.973,-117.7357,78.85,17,1,11.5,clear sky
596,Colorado,BR,-22.8375,-51.9731,66.74,74,58,13.4,broken clouds
597,Paciran,ID,-6.8767,112.3761,84.47,68,14,6.71,few clouds
598,Yeppoon,AU,-23.1333,150.7333,76.78,56,1,11.25,clear sky
599,Suluq,LY,31.6682,20.2521,72.57,75,0,6.87,clear sky
600,Aykhal,RU,66.0,111.5,34.59,76,100,20.15,overcast clouds
601,Vardo,NO,70.3705,31.1107,43.84,69,33,10.07,scattered clouds
602,Itoman,JP,26.1247,127.6694,86.02,84,40,4.61,scattered clouds
603,Puerto Colombia,CO,10.9878,-74.9547,82.49,85,41,12.39,scattered clouds
604,Tommot,RU,58.9564,126.2925,38.28,98,100,13.27,light rain
605,Bosaso,SO,11.2842,49.1816,88.5,53,0,1.59,clear sky
606,Sobolevo,RU,54.4299,31.8996,40.8,78,100,6.26,light rain
607,Revelstoke,CA,50.9832,-118.2023,53.62,58,75,2.3,broken clouds
608,Methoni,GR,36.8197,21.7049,75.22,65,0,10.74,clear sky
609,Tricase,IT,39.9304,18.3553,73.31,84,85,9.89,overcast clouds
610,Portland,US,45.5234,-122.6762,74.73,28,97,1.01,overcast clouds
611,Yuncheng,CN,35.0231,110.9928,67.12,95,100,2.44,overcast clouds
612,Bonavista,CA,48.6499,-53.1147,61.12,85,100,12.71,overcast clouds
613,Atherton,GB,53.5237,-2.4935,57.9,92,100,1.99,overcast clouds
614,Araouane,ML,18.9048,-3.5265,92.35,34,45,9.22,scattered clouds
615,Horta,PT,38.5333,-28.6333,70.95,90,26,7.4,scattered clouds
616,Egvekinot,RU,66.3167,-179.1667,31.41,83,90,2.57,overcast clouds
617,Inhambane,MZ,-23.865,35.3833,70.34,90,3,3.15,clear sky
618,Baghdad,IQ,33.3406,44.4009,78.71,34,0,8.05,clear sky
619,Leninskoye,KZ,41.7589,69.3864,60.73,24,0,4.29,clear sky
620,Zheleznogorsk,RU,52.331,35.3711,40.55,80,98,3.76,overcast clouds
621,Bedesa,ET,8.9,40.7833,61.86,72,25,3.38,scattered clouds
622,Srednekolymsk,RU,67.45,153.6833,54.73,51,100,8.81,overcast clouds
623,Yar-Sale,RU,66.8333,70.8333,38.57,91,91,13.87,overcast clouds
624,Labuhan,ID,-6.8844,112.2051,84.7,67,1,6.58,clear sky
625,Stykkisholmur,IS,65.0757,-22.7297,45.45,81,98,17.36,overcast clouds
626,Kimparana,ML,12.8347,-4.9244,77.63,74,26,4.34,scattered clouds
627,Progreso,MX,21.2833,-89.6667,82.11,81,70,11.01,broken clouds
628,Khani,GE,41.9563,42.9566,56.77,99,100,3.24,overcast clouds
629,Shimanovsk,RU,52.0,127.7,53.58,72,91,8.39,light rain
630,Kontagora,NG,10.3999,5.4695,70.09,92,100,3.98,overcast clouds
631,Eastbourne,GB,50.7687,0.2845,58.17,91,96,5.97,overcast clouds
632,Nyurba,RU,63.2842,118.3319,47.64,51,100,9.33,overcast clouds
633,Mareeba,AU,-17.0,145.4333,79.45,48,6,10.0,clear sky
634,Sayyan,YE,15.1718,44.3244,61.81,33,100,2.77,overcast clouds
635,Parrita,CR,9.5201,-84.3225,83.52,86,100,2.1,overcast clouds
636,Atar,MR,20.5169,-13.0499,94.14,29,83,4.05,broken clouds
637,Preston,GB,53.7667,-2.7167,58.33,3,100,4.68,overcast clouds
638,Fereydun Kenar,IR,36.6864,52.5225,75.74,80,83,15.14,broken clouds
639,Susanville,US,40.4163,-120.653,53.11,26,0,1.16,clear sky
640,Matagami,CA,49.7502,-77.6328,57.31,72,1,6.91,clear sky
641,Isla Mujeres,MX,21.2311,-86.731,83.07,82,100,14.38,overcast clouds
642,Blackwater,AU,-23.5833,148.8833,79.3,32,0,9.69,clear sky
643,Koungheul,SN,13.9833,-14.8,75.11,92,100,8.97,overcast clouds
644,Ciudad Bolivar,VE,8.1222,-63.5497,80.15,70,13,10.58,few clouds
645,Yavaros,MX,26.7,-109.5167,91.45,70,5,10.42,clear sky
646,Turka,UA,49.1541,23.0297,55.26,93,98,3.53,overcast clouds
647,Baghmara,IN,23.795,86.2085,79.32,79,95,5.32,overcast clouds
648,Regina,CA,50.4501,-104.6178,57.31,45,75,18.41,broken clouds
649,Pangkalanbuun,ID,-2.6833,111.6167,85.26,65,93,4.34,overcast clouds
650,Porto San Giorgio,IT,43.1827,13.7934,74.82,70,54,2.35,light rain
651,Nabire,ID,-3.3667,135.4833,84.15,68,79,5.68,broken clouds
652,Guisa,CU,20.255,-76.5386,71.91,90,100,4.59,overcast clouds
653,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,51.94,78,0,6.96,light rain
654,Burnie,AU,-41.0667,145.9167,53.92,83,100,11.18,light rain
655,Willowmore,ZA,-33.2926,23.4895,39.07,84,2,3.85,clear sky
656,Polonnaruwa,LK,7.9333,81.0,82.09,67,97,3.15,overcast clouds
657,Gamba,GA,-2.65,10.0,75.43,90,100,7.72,light rain
658,Khash,IR,28.2211,61.2158,70.0,10,0,1.14,clear sky
659,Itaituba,BR,-4.2761,-55.9836,80.31,62,98,2.35,overcast clouds
660,Pakxan,LA,18.3778,103.6601,80.4,86,98,1.5,moderate rain
661,Canoinhas,BR,-26.1772,-50.39,52.81,99,100,3.49,overcast clouds
662,Chacaltianguis,MX,18.3333,-95.8333,78.71,92,55,3.96,broken clouds
663,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.51,81,5,9.51,clear sky
664,Elko,US,41.0002,-115.5012,77.02,19,0,5.99,clear sky
665,Churu,IN,28.3,74.95,78.55,73,0,10.6,clear sky
666,Kharan,PK,28.5833,65.4167,78.98,38,0,2.64,clear sky
667,Oyem,GA,1.5995,11.5793,67.17,100,100,0.69,moderate rain
668,Sioux Lookout,CA,50.1001,-91.917,55.47,100,75,5.75,broken clouds
669,Maragogi,BR,-9.0122,-35.2225,75.31,82,5,9.13,clear sky
670,Adrar,MR,20.5022,-10.0711,92.48,26,100,8.16,overcast clouds
671,Bayonet Point,US,28.3267,-82.6834,80.11,95,100,7.05,overcast clouds
672,Shasta Lake,US,40.6804,-122.3708,90.32,22,0,4.16,clear sky
673,Kargasok,RU,59.0556,80.8572,53.64,94,100,13.49,overcast clouds
674,Kiruna,SE,67.8557,20.2251,38.32,87,90,9.22,overcast clouds
675,Hobyo,SO,5.3505,48.5268,77.18,88,42,21.36,scattered clouds
676,Batticaloa,LK,7.7102,81.6924,81.81,78,99,5.5,overcast clouds
677,Freeport,US,40.6576,-73.5832,73.98,87,90,5.99,overcast clouds
678,Obo,CF,5.3998,26.4869,66.43,99,100,4.65,overcast clouds
