City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
590,Queimadas,BR,70.0,clear sky,-10.9783,-39.6264,Hotel Mandala
591,Rassvet,RU,55.63,clear sky,46.8333,40.75,Gostinitsa
592,Wielun,PL,57.88,light rain,51.221,18.5696,Zajazd Boryna
596,Colorado,BR,66.74,broken clouds,-22.8375,-51.9731,Hotel Bandeirantes
599,Suluq,LY,72.57,clear sky,31.6682,20.2521,منزل عبدالواحد خليفة الفاخري
607,Revelstoke,CA,53.62,broken clouds,50.9832,-118.2023,Best Western Plus Revelstoke
609,Tricase,IT,73.31,overcast clouds,39.9304,18.3553,Hotel Adriatico
610,Portland,US,74.73,overcast clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
611,Yuncheng,CN,67.12,overcast clouds,35.0231,110.9928,晋州快捷酒店
612,Bonavista,CA,61.12,overcast clouds,48.6499,-53.1147,Abbott's Bed & Breakfast
613,Atherton,GB,57.9,overcast clouds,53.5237,-2.4935,The Lion Inn
615,Horta,PT,70.95,scattered clouds,38.5333,-28.6333,Hotel do Canal | Horta - Faial
617,Inhambane,MZ,70.34,clear sky,-23.865,35.3833,Oceano
628,Khani,GE,56.77,overcast clouds,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
629,Shimanovsk,RU,53.58,light rain,52.0,127.7,Гостиница Домашняя
630,Kontagora,NG,70.09,overcast clouds,10.3999,5.4695,Queens Guest Inn
631,Eastbourne,GB,58.17,overcast clouds,50.7687,0.2845,Grand Hotel
634,Sayyan,YE,61.81,overcast clouds,15.1718,44.3244,متنزه و بحيرة سيان
637,Preston,GB,58.33,overcast clouds,53.7667,-2.7167,Legacy Preston International Hotel - managed by Legacy Hotels and Resort
639,Susanville,US,53.11,clear sky,40.4163,-120.653,Comfort Inn & Suites
640,Matagami,CA,57.31,clear sky,49.7502,-77.6328,Hôtel Matagami
646,Turka,UA,55.26,overcast clouds,49.1541,23.0297,Мотель
648,Regina,CA,57.31,broken clouds,50.4501,-104.6178,Wingate by Wyndham Regina
650,Porto San Giorgio,IT,74.82,light rain,43.1827,13.7934,David Palace Hotel
653,Santa Vitoria Do Palmar,BR,51.94,light rain,-33.5189,-53.3681,Hostel Comodoro
654,Burnie,AU,53.92,light rain,-41.0667,145.9167,Beachfront Voyager Motor Inn
658,Khash,IR,70.0,clear sky,28.2211,61.2158,دفتر پیشخوان دولت جمال زهی (خالد)
661,Canoinhas,BR,52.81,overcast clouds,-26.1772,-50.39,Santa Catarina Plaza Hotel
667,Oyem,GA,67.17,moderate rain,1.5995,11.5793,Commissariat de police
668,Sioux Lookout,CA,55.47,broken clouds,50.1001,-91.917,Knobby's Fly-In Camps
673,Kargasok,RU,53.64,overcast clouds,59.0556,80.8572,Hotel Kargasok
677,Freeport,US,73.98,overcast clouds,40.6576,-73.5832,The Freeport Inn and Marina
